rating,company_name,job_title,salary,salaries_reported,location,employment_status,job_roles,salary_currency,salary_usd
4.0,Harish,Software Development Engineer (Sde),500000,1,Pune,Full Time,SDE,INR,6000.0
3.8,Tempo-Team,Software Development Engineer (Sde),900000,1,Pune,Full Time,SDE,INR,10800.0
2.8,La Petite Academy,Software Development Engineer (Sde),1000000,1,Pune,Full Time,SDE,INR,12000.0
3.7,Safran,Software Development Engineer (Sde),200000,1,Pune,Full Time,SDE,INR,2400.0
3.6,QThrust,Software Development Engineer (Sde) - Intern,600000,1,Pune,Intern,SDE,INR,7200.0
3.8,Wipro,Software Development Engineer (Sde),600000,1,Pune,Full Time,SDE,INR,7200.0
4.1,First Student,Software Development Engineer (Sde),1200000,1,Pune,Full Time,SDE,INR,14400.0
4.8,Amazatic,Software Development Engineer (Sde),900000,1,Pune,Full Time,SDE,INR,10800.0
3.9,"JPI (Java Production, Inc.)",Software Development Engineer (Sde),228000,1,Pune,Full Time,SDE,INR,2736.0
4.2,You You Japanese Bistro,Software Development Engineer (Sde),1000000,1,Pune,Full Time,SDE,INR,12000.0
3.8,Merkle,Software Development Engineer (Sde),500000,1,Pune,Full Time,SDE,INR,6000.0
4.4,Fittr,Software Development Engineer (Sde) - Intern,180000,1,Pune,Intern,SDE,INR,2160.0
3.7,Aloha Technology,Software Development Engineer (Sde),300000,1,Pune,Full Time,SDE,INR,3600.0
4.0,Source One Business Services,Software Development Engineer (Sde),900000,1,Pune,Full Time,SDE,INR,10800.0
3.8,Capgemini,Software Development Engineer (Sde) - Contractor,400000,1,Pune,Contractor,SDE,INR,4800.0
3.8,Ankita Enterprises,Software Development Engineer (Sde),1000000,1,Pune,Full Time,SDE,INR,12000.0
4.3,Graduate Student,Software Development Engineer (Sde),588000,1,Pune,Full Time,SDE,INR,7056.0
3.8,Capgemini,Software Development Engineer (Sde) - Intern,300000,1,Pune,Intern,SDE,INR,3600.0
4.0,AISSMS Polytechnic,Software Development Engineer (Sde),180000,1,Pune,Full Time,SDE,INR,2160.0
2.8,Aegis Media,Software Development Engineer (Sde),456000,1,Pune,Full Time,SDE,INR,5472.0
4.3,Cisco Systems,Software Development Engineer (Sde) - Intern,720000,1,Pune,Intern,SDE,INR,8640.0
4.0,Xebia,Software Development Engineer (Sde),936000,1,Pune,Full Time,SDE,INR,11232.0
4.4,Harness,Software Development Engineer (Sde),1400000,1,Pune,Full Time,SDE,INR,16800.0
3.5,LG Soft India,Software Development Engineer (Sde),400000,1,Pune,Full Time,SDE,INR,4800.0
3.8,Neeyamo Enterprise Solutions,Software Development Engineer (Sde),192000,1,Pune,Full Time,SDE,INR,2304.0
3.8,Sokrati,Software Development Engineer (Sde),500000,1,Pune,Full Time,SDE,INR,6000.0
4.0,Zomato,Software Development Engineer (Sde),1000000,1,Pune,Full Time,SDE,INR,12000.0
4.3,Playboy,Software Development Engineer (Sde),600000,1,Pune,Full Time,SDE,INR,7200.0
4.1,Solytics Partners,Software Development Engineer (Sde),600000,1,Pune,Full Time,SDE,INR,7200.0
3.5,WerkTalent,Software Development Engineer (Sde) - Intern,800000,1,Pune,Intern,SDE,INR,9600.0
4.2,Mastercard,Software Development Engineer (Sde),276000,1,Pune,Full Time,SDE,INR,3312.0
3.9,Mindbody,Software Development Engineer (Sde),900000,1,Pune,Full Time,SDE,INR,10800.0
3.9,Tata Consultancy Services,Software Development Engineer (Sde),1300000,1,Pune,Full Time,SDE,INR,15600.0
3.7,Birlasoft,Software Development Engineer (Sde),1100000,1,Pune,Full Time,SDE,INR,13200.0
4.3,Arista Networks,Software Development Engineer (Sde),1800000,1,Pune,Full Time,SDE,INR,21600.0
3.8,Amazon,Software Development Engineer (Sde),1300000,1,Pune,Full Time,SDE,INR,15600.0
3.9,Deutsche Bank,Software Development Engineer (Sde) - Intern,1300000,1,Pune,Intern,SDE,INR,15600.0
3.9,TraceLink,Software Development Engineer (Sde),1152000,1,Pune,Full Time,SDE,INR,13824.0
4.2,Mediaocean,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
4.5,IIT Madras,Software Development Engineer (Sde) - Intern,400000,1,Pune,Intern,SDE,INR,4800.0
4.0,HSBC Software Development India,Software Development Engineer (Sde),1800000,1,Pune,Full Time,SDE,INR,21600.0
4.1,Analysts,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
3.6,Bolt IoT,Software Development Engineer (Sde) - Intern,300000,1,Pune,Intern,SDE,INR,3600.0
3.2,Optymyze,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
3.0,Lido,Software Development Engineer (Sde),1100000,1,Pune,Full Time,SDE,INR,13200.0
4.4,SAP,Software Development Engineer (Sde),804000,1,Pune,Full Time,SDE,INR,9648.0
3.9,NortonLifeLock,Software Development Engineer (Sde),1800000,1,Pune,Full Time,SDE,INR,21600.0
3.9,Deutsche Bank,Software Development Engineer (Sde),1400000,1,Pune,Full Time,SDE,INR,16800.0
3.7,Smith Micro,Software Development Engineer (Sde),1200000,1,Pune,Full Time,SDE,INR,14400.0
4.0,SAS Institute,Software Development Engineer (Sde),1041216,1,Pune,Full Time,SDE,INR,12494.592
3.9,pk,Software Development Engineer (Sde) - Intern,400000,1,Pune,Intern,SDE,INR,4800.0
4.1,Manhattan Associates,Software Development Engineer (Sde),1100000,1,Pune,Full Time,SDE,INR,13200.0
4.1,CGi,Software Development Engineer (Sde),700000,1,Pune,Full Time,SDE,INR,8400.0
3.4,OYO,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
3.8,Signify,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
4.2,Mastercard,Software Development Engineer (Sde) - Intern,876000,1,Pune,Intern,SDE,INR,10512.0
4.0,Aditya Birla Group,Software Development Engineer (Sde),300000,1,Pune,Full Time,SDE,INR,3600.0
3.3,Frontdoor,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
4.0,Random,Software Development Engineer (Sde),200000,1,Pune,Full Time,SDE,INR,2400.0
4.0,Qwerty,Software Development Engineer (Sde) - Intern,1152000,1,Pune,Intern,SDE,INR,13824.0
4.0,Aditya Enterprises,Software Development Engineer (Sde),500000,1,Pune,Full Time,SDE,INR,6000.0
3.9,Tata Consultancy Services,Software Development Engineer (Sde) - Intern,1100000,1,Pune,Intern,SDE,INR,13200.0
3.3,Infosys,Software Development Engineer (Sde) - Intern,300000,1,Pune,Intern,SDE,INR,3600.0
4.1,Harbinger Group,Software Development Engineer (Sde),300000,1,Pune,Full Time,SDE,INR,3600.0
3.7,CDK Global,Software Development Engineer (Sde),400000,1,Pune,Full Time,SDE,INR,4800.0
4.0,Crest Data Systems,Software Development Engineer (Sde),400000,1,Pune,Full Time,SDE,INR,4800.0
4.1,Persistent Systems,Software Development Engineer (Sde) - Intern,500000,1,Pune,Intern,SDE,INR,6000.0
3.7,eQ Technologic,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
3.7,ABP News,Software Development Engineer (Sde),800000,1,Pune,Full Time,SDE,INR,9600.0
4.2,PhonePe,Software Development Engineer (Sde),1700000,1,Pune,Full Time,SDE,INR,20400.0
4.1,Reputation,Software Development Engineer (Sde),1188000,1,Pune,Full Time,SDE,INR,14256.0
3.9,Mr,Software Development Engineer (Sde),1400000,1,Pune,Full Time,SDE,INR,16800.0
3.9,Naresh Kumar & Co.,Software Development Engineer (Sde),1800000,1,Pune,Full Time,SDE,INR,21600.0
4.0,Nones,Software Development Engineer (Sde),1700000,1,Pune,Full Time,SDE,INR,20400.0
3.9,Xbjd,Software Development Engineer (Sde),144000,1,Pune,Full Time,SDE,INR,1728.0
4.5,Muskan,Software Development Engineer (Sde),1100000,1,Pune,Full Time,SDE,INR,13200.0
3.7,abcd,Software Development Engineer (Sde) - Intern,204000,1,Pune,Intern,SDE,INR,2448.0
3.9,Tata Consultancy Services,Software Development Engineer (Sde) - Contractor,400000,1,Pune,Contractor,SDE,INR,4800.0
2.4,Trilyo,Software Development Engineer (Sde) - Intern,1000000,1,Pune,Intern,SDE,INR,12000.0
4.0,Entrata India,Senior Software Development Engineer,648000,1,Pune,Full Time,SDE,INR,7776.0
4.3,Dentsu World Services,Senior Software Development Engineer,1100000,1,Pune,Full Time,SDE,INR,13200.0
3.9,EPAM Systems,Senior Software Development Engineer,800000,1,Pune,Full Time,SDE,INR,9600.0
4.1,Sands Technologies,Senior Software Development Engineer,1140000,1,Pune,Full Time,SDE,INR,13680.0
3.9,Amdocs,Senior Software Development Engineer,300000,1,Pune,Full Time,SDE,INR,3600.0
4.0,IVL Global,Senior Software Development Engineer,564000,1,Pune,Full Time,SDE,INR,6768.0
4.0,GlobalLogic,Senior Software Development Engineer,1100000,1,Pune,Full Time,SDE,INR,13200.0
3.9,Maxxton,Senior Software Development Engineer,1500000,1,Pune,Full Time,SDE,INR,18000.0
4.0,Mindtree,Senior Software Development Engineer,800000,1,Pune,Full Time,SDE,INR,9600.0
3.9,Veritas Technologies,Senior Software Development Engineer,1900000,1,Pune,Full Time,SDE,INR,22800.0
3.8,KnowledgeHut,Senior Software Development Engineer,1500000,1,Pune,Full Time,SDE,INR,18000.0
3.8,Wipro,Senior Software Development Engineer,900000,1,Pune,Full Time,SDE,INR,10800.0
3.9,GoldenSource Corporation,Senior Software Development Engineer,1700000,1,Pune,Full Time,SDE,INR,20400.0
3.8,Dassault Systemes,Senior Software Development Engineer,1000000,1,Pune,Full Time,SDE,INR,12000.0
3.6,Atos-Syntel,Senior Software Development Engineer,1300000,1,Pune,Full Time,SDE,INR,15600.0
4.2,Mastercard,Senior Software Development Engineer - Contractor,1400000,1,Pune,Contractor,SDE,INR,16800.0
4.5,Tech Prescient,Senior Software Development Engineer,876000,1,Pune,Contractor,SDE,INR,10512.0
3.7,HCL Technologies,Senior Software Development Engineer,900000,1,Pune,Full Time,SDE,INR,10800.0
4.1,Prescient Technologies,Senior Software Development Engineer,1400000,1,Pune,Full Time,SDE,INR,16800.0
2.4,ElivoTech Solutions,Senior Software Development Engineer,800000,1,Pune,Full Time,SDE,INR,9600.0
4.1,Siemens,Senior Software Development Engineer,1600000,1,Pune,Full Time,SDE,INR,19200.0
3.6,Atos,Senior Software Development Engineer,600000,1,Pune,Full Time,SDE,INR,7200.0
3.8,Effective Digital,Senior Software Development Engineer,1800000,1,Pune,Full Time,SDE,INR,21600.0
3.7,Apconic Software,Senior Software Development Engineer,252000,1,Pune,Full Time,SDE,INR,3024.0
4.5,Intelizign,Senior Software Development Engineer,800000,1,Pune,Full Time,SDE,INR,9600.0
3.6,Netlink,Senior Software Development Engineer,684000,1,Pune,Full Time,SDE,INR,8208.0
3.9,Nityaa Technologies India,Senior Software Development Engineer,804000,1,Pune,Full Time,SDE,INR,9648.0
4.0,ProtoTech Solutions,Senior Software Development Engineer,144000,1,Pune,Full Time,SDE,INR,1728.0
3.5,Infogain (India),Senior Software Development Engineer,1800000,1,Pune,Full Time,SDE,INR,21600.0
4.3,Globant,Senior Software Development Engineer,900000,1,Pune,Full Time,SDE,INR,10800.0
3.9,Eaton,Senior Software Development Engineer,1500000,1,Pune,Full Time,SDE,INR,18000.0
3.4,Mobicule,Senior Software Development Engineer,500000,1,Pune,Full Time,SDE,INR,6000.0
3.9,3dplm Software Solution,Senior Software Development Engineer,1000000,1,Pune,Full Time,SDE,INR,12000.0
3.6,KPIT Technologies,Senior Software Development Engineer,700000,1,Pune,Full Time,SDE,INR,8400.0
4.0,ADP,Senior Software Development Engineer,1000000,1,Pune,Full Time,SDE,INR,12000.0
4.2,Trimble,Senior Software Development Engineer,1200000,1,Pune,Full Time,SDE,INR,14400.0
4.4,Microsoft,Senior Software Development Engineer,432000,1,Pune,Full Time,SDE,INR,5184.0
4.1,Rotary,Senior Software Development Engineer,1400000,1,Pune,Full Time,SDE,INR,16800.0
3.6,IGATE,Senior Software Development Engineer,600000,1,Pune,Full Time,SDE,INR,7200.0
4.1,Accenture,Senior Software Development Engineer,600000,1,Pune,Full Time,SDE,INR,7200.0
4.3,Cisco Systems,Senior Software Development Engineer,1600000,1,Pune,Full Time,SDE,INR,19200.0
3.7,Fujitsu,Senior Software Development Engineer,1300000,1,Pune,Full Time,SDE,INR,15600.0
3.7,Rexaware,Senior Software Development Engineer,600000,1,Pune,Full Time,SDE,INR,7200.0
3.9,Cybage Software,Senior Software Development Engineer,900000,1,Pune,Full Time,SDE,INR,10800.0
2.8,AkitaBox,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
3.9,JetBlue,Software Development Engineer In Test,400000,1,Pune,Contractor,SDE,INR,4800.0
2.9,SEED Infotech,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
3.6,BNY Mellon,Software Development Engineer In Test (Sdet) - Intern,696000,1,Pune,Intern,SDE,INR,8352.0
4.3,Aztecsoft Disha,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.9,Akshaya,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
4.3,Synerzip,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
4.0,Amdocs Development Centre India,Software Development Engineer In Test,700000,1,Pune,Full Time,SDE,INR,8400.0
3.9,EPAM Systems,Software Development Engineer In Test,1400000,1,Pune,Full Time,SDE,INR,16800.0
3.6,Santander,Software Development Engineer In Test,120000,1,Pune,Full Time,SDE,INR,1440.0
4.2,Yardi Systems,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
4.2,Jhon Deere,Software Development Engineer In Test (Sdet) - Intern,1800000,1,Pune,Intern,SDE,INR,21600.0
3.9,pune automation,Software Development Engineer In Test,700000,1,Pune,Full Time,SDE,INR,8400.0
3.8,Ramuza,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
4.3,Bajaj Finserv Health,Software Development Engineer In Test,900000,1,Pune,Full Time,SDE,INR,10800.0
3.5,Diamanti,Software Development Engineer In Test,996000,1,Pune,Full Time,SDE,INR,11952.0
3.9,Zensar Technologies,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.9,Undisclosed,Software Development Engineer In Test,660000,1,Pune,Full Time,SDE,INR,7920.0
3.7,Nikhil Analytics,Software Development Engineer In Test,400000,1,Pune,Full Time,SDE,INR,4800.0
3.5,WNS,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.6,Timmy Global Health,Software Development Engineer In Test,228000,1,Pune,Full Time,SDE,INR,2736.0
3.9,Divya ojha,Software Development Engineer In Test,1400000,1,Pune,Full Time,SDE,INR,16800.0
4.0,Syntell,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
4.1,VINAYA KUMAR,Software Development Engineer In Test,228000,1,Pune,Full Time,SDE,INR,2736.0
4.1,Samsara,Software Development Engineer In Test (Sdet) - Intern,300000,1,Pune,Intern,SDE,INR,3600.0
4.2,Johnson & Johnson,Software Development Engineer In Test,168000,1,Pune,Full Time,SDE,INR,2016.0
3.9,Ramesh M. Patel & Co.,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
3.6,FinIQ Consulting Pvt,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
4.1,Xoriant,Software Development Engineer In Test,400000,1,Pune,Full Time,SDE,INR,4800.0
3.9,Raj Nandini Estates,Software Development Engineer In Test,1300000,1,Pune,Full Time,SDE,INR,15600.0
3.8,Xplor,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
4.1,Cognologix Technologies,Software Development Engineer In Test,200000,1,Pune,Full Time,SDE,INR,2400.0
3.7,No emplyer,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.6,Infosys BPM,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
4.1,Celebal Technologies,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.7,Pune Institute of Business Management,Software Development Engineer In Test,1152000,1,Pune,Full Time,SDE,INR,13824.0
4.6,SS Supply Chain Solutions,Software Development Engineer In Test (Sdet) - Intern,144000,1,Pune,Intern,SDE,INR,1728.0
4.0,Directi,Software Development Engineer In Test,1700000,1,Pune,Full Time,SDE,INR,20400.0
3.9,TraceLink,Software Development Engineer In Test,1700000,1,Pune,Full Time,SDE,INR,20400.0
3.6,BNY Mellon,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
3.4,A&W,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
4.0,Swami Vivekanand Group of Institutions,Software Development Engineer In Test,1100000,1,Pune,Full Time,SDE,INR,13200.0
4.1,Icertis,Software Development Engineer In Test,1300000,1,Pune,Full Time,SDE,INR,15600.0
3.9,ZS Associates,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.3,Bidgely,Software Development Engineer In Test,900000,1,Pune,Full Time,SDE,INR,10800.0
3.8,Yash Technologies,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
2.9,CONTENTSERV,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
4.0,Brillo Technologies,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
4.0,Raja Software Labs,Software Development Engineer In Test,700000,1,Pune,Full Time,SDE,INR,8400.0
3.5,SDS,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
3.9,Raj patil,Software Development Engineer In Test,1300000,1,Pune,Full Time,SDE,INR,15600.0
4.0,Tata Communications,Software Development Engineer In Test,700000,1,Pune,Full Time,SDE,INR,8400.0
4.6,Mindmatrix,Software Development Engineer In Test,200000,1,Pune,Full Time,SDE,INR,2400.0
4.3,Josh Technology Group,Software Development Engineer In Test (Sdet) - Intern,240000,1,Pune,Intern,SDE,INR,2880.0
4.4,AgroStar,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
4.1,Xpansion Technologies,Software Development Engineer In Test,1500000,1,Pune,Full Time,SDE,INR,18000.0
4.0,Trigun Technology,Software Development Engineer In Test,600000,1,Pune,Contractor,SDE,INR,7200.0
2.7,Samirian Chemicals,Software Development Engineer In Test,700000,1,Pune,Full Time,SDE,INR,8400.0
3.7,SAS,Software Development Engineer In Test,1500000,1,Pune,Full Time,SDE,INR,18000.0
4.5,IOPhysics Systems,Software Development Engineer In Test,240000,1,Pune,Full Time,SDE,INR,2880.0
4.2,City of Lee's Summit,Software Development Engineer In Test,576000,1,Pune,Full Time,SDE,INR,6912.0
4.1,Persistent Systems,Software Development Engineer In Test (Sdet) - Intern,120000,1,Pune,Intern,SDE,INR,1440.0
4.5,Amli Network,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.9,Xerox State & Local Solutions,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
4.1,Amapa,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
3.9,Librerías Gandhi,Software Development Engineer In Test,600000,1,Pune,Full Time,SDE,INR,7200.0
3.7,BYJU'S,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
3.8,Anonymous,Software Development Engineer In Test,900000,1,Pune,Full Time,SDE,INR,10800.0
3.7,Abhijeet Group,Software Development Engineer In Test (Sdet) - Intern,800000,1,Pune,Intern,SDE,INR,9600.0
4.1,Accentue,Software Development Engineer In Test,900000,1,Pune,Full Time,SDE,INR,10800.0
4.3,PubMatic,Software Development Engineer In Test,400000,1,Pune,Full Time,SDE,INR,4800.0
3.3,Infosys,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
4.4,Leaders Romans Group,Software Development Engineer In Test,708000,1,Pune,Full Time,SDE,INR,8496.0
3.3,Aspen Auto Clinic,Software Development Engineer In Test,348000,1,Pune,Full Time,SDE,INR,4176.0
4.7,Globeminds Technologies,Software Development Engineer In Test,288000,1,Pune,Full Time,SDE,INR,3456.0
4.1,S&P Global,Software Development Engineer In Test,1300000,1,Pune,Full Time,SDE,INR,15600.0
4.7,TestVagrant,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.8,Anonymous Content,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
4.2,Emtec,Software Development Engineer In Test,600000,1,Pune,Full Time,SDE,INR,7200.0
4.1,Morrison Healthcare,Software Development Engineer In Test,240000,1,Pune,Full Time,SDE,INR,2880.0
3.8,Omkar Realtors and Developers Group,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
3.9,Arsys (India),Software Development Engineer In Test,400000,1,Pune,Full Time,SDE,INR,4800.0
3.1,Jade Software,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.8,Chromalloy Gas Turbine,Software Development Engineer In Test,576000,1,Pune,Full Time,SDE,INR,6912.0
3.4,Arpit Enterprises,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
3.3,Infosys,Software Development Engineer In Test,300000,1,Pune,Contractor,SDE,INR,3600.0
3.6,TSYS|Total System Services,Software Development Engineer In Test,1800000,1,Pune,Full Time,SDE,INR,21600.0
3.9,ABC der deutschen Wirtschaft,Software Development Engineer In Test,636000,1,Pune,Full Time,SDE,INR,7632.0
3.8,Collabera,Software Development Engineer In Test,700000,1,Pune,Contractor,SDE,INR,8400.0
4.3,Enterprise Minds,Software Development Engineer In Test,900000,1,Pune,Full Time,SDE,INR,10800.0
3.6,Paritosh Software,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
4.2,Numerator,Software Development Engineer In Test,1400000,1,Pune,Full Time,SDE,INR,16800.0
3.9,Ha,Software Development Engineer In Test,1164000,1,Pune,Full Time,SDE,INR,13968.0
3.9,rajesh khanna,Software Development Engineer In Test,700000,1,Pune,Full Time,SDE,INR,8400.0
4.0,AppleOne,Software Development Engineer In Test,162624,1,Pune,Full Time,SDE,INR,1951.488
4.4,Rockstar Games,Software Development Engineer In Test,1102464,1,Pune,Full Time,SDE,INR,13229.568000000001
3.2,Cato,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
4.7,Java Guild,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
3.4,EDB,Software Development Engineer In Test,1400000,1,Pune,Full Time,SDE,INR,16800.0
3.5,Sanchit,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
4.0,T-Systems,Software Development Engineer In Test,900000,1,Pune,Full Time,SDE,INR,10800.0
3.7,Rajeshwari Marketing,Software Development Engineer In Test,600000,1,Pune,Full Time,SDE,INR,7200.0
3.8,Rahul Infotech,Software Development Engineer In Test,228000,1,Pune,Full Time,SDE,INR,2736.0
3.3,S K International,Software Development Engineer In Test (Sdet) - Intern,200000,1,Pune,Intern,SDE,INR,2400.0
1.9,TTL Associates,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
4.0,Manpower,Software Development Engineer In Test,400000,1,Pune,Full Time,SDE,INR,4800.0
4.0,divya,Software Development Engineer In Test,1100000,1,Pune,Full Time,SDE,INR,13200.0
3.4,Axim Geospatial,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
3.9,Naresh Kumar & Co.,Software Development Engineer In Test,936000,1,Pune,Full Time,SDE,INR,11232.0
4.0,Nones,Software Development Engineer In Test,1176000,1,Pune,Full Time,SDE,INR,14112.0
3.9,Oracle,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
3.8,Merkle,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
3.8,Cognizant Technology Solutions,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
3.7,Saatchi & Saatchi Group,Software Development Engineer In Test,400000,1,Pune,Full Time,SDE,INR,4800.0
4.7,Fergus Garber Young,Software Development Engineer In Test,200000,1,Pune,Full Time,SDE,INR,2400.0
3.8,LTI,Software Development Engineer In Test,300000,1,Pune,Full Time,SDE,INR,3600.0
3.9,hjgh gf,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
4.0,"(X,Y,Z) Architecture & Design",Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
3.9,Deutsche Bank,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
3.6,ScaleArc,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
4.5,Google,Software Development Engineer In Test,1116000,1,Pune,Full Time,SDE,INR,13392.0
4.5,Wednesday Solutions,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
3.9,AK,Software Development Engineer In Test,600000,1,Pune,Full Time,SDE,INR,7200.0
3.7,Crédit Agricole,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
4.8,6sense,Software Development Engineer In Test,1300000,1,Pune,Full Time,SDE,INR,15600.0
3.0,Charlotte Russe,Software Development Engineer In Test,500000,1,Pune,Full Time,SDE,INR,6000.0
3.5,KFC,Software Development Engineer In Test,228000,1,Pune,Full Time,SDE,INR,2736.0
4.4,ThinkBridge,Software Development Engineer In Test,996000,1,Pune,Full Time,SDE,INR,11952.0
4.2,Mastercard,Software Development Engineer In Test,1000000,1,Pune,Full Time,SDE,INR,12000.0
3.6,BNY Mellon,Software Development Engineer In Test,732000,1,Pune,Intern,SDE,INR,8784.0
3.9,EPAM Systems,Software Development Engineer In Test,1900000,1,Pune,Full Time,SDE,INR,22800.0
3.7,Cornerstone OnDemand,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
3.9,NortonLifeLock,Software Development Engineer In Test,1200000,1,Pune,Full Time,SDE,INR,14400.0
4.0,GlobalStep,Software Development Engineer In Test,396000,1,Pune,Full Time,SDE,INR,4752.0
4.1,Persistent Systems,Software Development Engineer In Test,700000,1,Pune,Intern,SDE,INR,8400.0
3.8,Cognizant Technology Solutions,Software Development Engineer In Test,120000,1,Pune,Intern,SDE,INR,1440.0
4.1,Accenture,Software Development Engineer In Test,900000,1,Pune,Full Time,SDE,INR,10800.0
3.6,Pitney Bowes,Software Development Engineer In Test,200000,1,Pune,Full Time,SDE,INR,2400.0
3.3,Infosys,Software Development Engineer In Test,800000,1,Pune,Full Time,SDE,INR,9600.0
3.6,Securonix,Software Development Engineer In Test,288000,1,Pune,Intern,SDE,INR,3456.0
4.0,Quick Heal,Software Development Engineer (Sde) Ii,700000,1,Pune,Full Time,SDE,INR,8400.0
3.8,HSBC,Software Development Engineer (Sde) Ii,700000,1,Pune,Full Time,SDE,INR,8400.0
3.4,EDB,Software Development Engineer (Sde) Ii,1700000,1,Pune,Full Time,SDE,INR,20400.0
3.9,Ramesh kankariya,Software Development Engineer (Sde) Ii,500000,1,Pune,Full Time,SDE,INR,6000.0
4.0,Klimb.io,Software Development Engineer (Sde) Ii,144000,1,Pune,Full Time,SDE,INR,1728.0
4.3,Autodesk,Software Development Engineer (Sde) Ii,1400000,1,Pune,Full Time,SDE,INR,16800.0
3.3,SmartServ,Software Development Engineer (Sde) Ii,900000,1,Pune,Full Time,SDE,INR,10800.0
4.1,Prateek Alloys,Software Development Engineer (Sde) Ii,540000,1,Pune,Full Time,SDE,INR,6480.0
3.9,Veritas Technologies,Software Development Engineer (Sde) Ii,1100000,1,Pune,Full Time,SDE,INR,13200.0
3.9,Mobile Premier League,Software Development Engineer (Sde) Ii,1300000,1,Pune,Full Time,SDE,INR,15600.0
4.1,Siemens,Software Development Engineer (Sde) Ii,1200000,1,Pune,Contractor,SDE,INR,14400.0
