work_year,experience_level,employment_type,job_title,SalaryLocal,salary_currency,salary_in_usd,employee_residence,work_setting,company_location,company_size,job_category
2024,mid-level,full-time,Data Modeler,112000,USD,112000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,entry-level,full-time,Data Engineer,110000,USD,110000,United States,in-person,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Engineer,90000,USD,90000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Architect,234000,USD,234000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,146000,USD,146000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Scientist,234000,USD,234000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,146000,USD,146000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,200000,USD,200000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,175000,USD,175000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,243500,USD,243500,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,146100,USD,146100,United States,remote,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Data Engineer,140000,USD,140000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,65000,USD,65000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Scientist,72360,EUR,80400,Latvia,in-person,Latvia,Medium,Data Science and Research
2024,mid-level,full-time,Data Analyst,100000,USD,100000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,70000,USD,70000,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,105000,USD,105000,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,75000,USD,75000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Analytics Engineer,130000,USD,130000,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Data Scientist,126500,USD,126500,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,78000,USD,78000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,145000,USD,145000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,120000,USD,120000,United States,in-person,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Analyst,115000,USD,115000,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,90000,USD,90000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Lead,135000,USD,135000,United States,remote,United States,Medium,Leadership and Management
2024,senior,full-time,Data Lead,110000,USD,110000,United States,remote,United States,Medium,Leadership and Management
2024,senior,full-time,Data Analyst,140000,USD,140000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,115000,USD,115000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Architect,150000,USD,150000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,140000,USD,140000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Science Lead,185000,USD,185000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Science Lead,120000,USD,120000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,199700,USD,199700,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,165100,USD,165100,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,179000,USD,179000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,112000,USD,112000,United States,in-person,United States,Medium,Data Engineering
2024,executive,full-time,Data Engineer,179000,USD,179000,United States,in-person,United States,Medium,Data Engineering
2024,executive,full-time,Data Engineer,112000,USD,112000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Scientist,170000,USD,170000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,130000,USD,130000,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Analyst,123600,USD,123600,United States,remote,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,79900,USD,79900,United States,remote,United States,Medium,Data Analysis
2024,senior,full-time,Data Engineer,152375,USD,152375,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,94000,USD,94000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,260800,USD,260800,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Scientist,65000,GBP,81250,United Kingdom,remote,United Kingdom,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,120000,USD,120000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,94400,USD,94400,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Analytics Engineer,130000,USD,130000,United States,in-person,United States,Medium,Leadership and Management
2024,senior,full-time,Machine Learning Engineer,240500,USD,240500,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,192500,USD,192500,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Analyst,100000,USD,100000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,80000,USD,80000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Modeler,179000,USD,179000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Modeler,112000,USD,112000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,entry-level,full-time,Machine Learning Engineer,260100,USD,260100,United States,remote,United States,Medium,Machine Learning and AI
2024,entry-level,full-time,Machine Learning Engineer,185800,USD,185800,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Architect,138000,USD,138000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,86000,USD,86000,United States,in-person,United States,Medium,Data Architecture and Modeling
2024,executive,full-time,Data Science,143297,USD,143297,Canada,in-person,Canada,Medium,Data Science and Research
2024,executive,full-time,Data Science,114638,USD,114638,Canada,in-person,Canada,Medium,Data Science and Research
2024,entry-level,full-time,Machine Learning Engineer,157900,USD,157900,Canada,remote,Canada,Medium,Machine Learning and AI
2024,entry-level,full-time,Machine Learning Engineer,105300,USD,105300,Canada,remote,Canada,Medium,Machine Learning and AI
2024,entry-level,full-time,Data Analyst,180700,USD,180700,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,97000,USD,97000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Business Intelligence Engineer,206000,USD,206000,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Business Intelligence Engineer,134000,USD,134000,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Machine Learning Engineer,170000,USD,170000,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Machine Learning Engineer,125100,USD,125100,United States,in-person,United States,Medium,Machine Learning and AI
2024,executive,full-time,Data Science,209700,USD,209700,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Data Science,161300,USD,161300,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,250000,USD,250000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,200000,USD,200000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,185000,USD,185000,United States,in-person,United States,Medium,Machine Learning and AI
2024,entry-level,full-time,Data Analyst,83646,USD,83646,Canada,in-person,Canada,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,65407,USD,65407,Canada,in-person,Canada,Medium,Data Analysis
2024,senior,full-time,Data Engineer,195000,USD,195000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,160000,USD,160000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Science,179000,USD,179000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Science,112000,USD,112000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,169200,USD,169200,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,130100,USD,130100,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Scientist,166000,USD,166000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,73100,USD,73100,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,130000,USD,130000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,100000,USD,100000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,184000,USD,184000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,123000,USD,123000,United States,in-person,United States,Medium,Data Engineering
2024,entry-level,full-time,Data Scientist,144650,USD,144650,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Data Scientist,86800,USD,86800,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,140000,USD,140000,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,120000,USD,120000,United States,remote,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Machine Learning Engineer,260100,USD,260100,United States,remote,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Machine Learning Engineer,185800,USD,185800,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Scientist,125000,USD,125000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,97000,USD,97000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,216700,USD,216700,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,119786,USD,119786,Canada,remote,Canada,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,95828,USD,95828,Canada,remote,Canada,Medium,Machine Learning and AI
2024,mid-level,full-time,Data Operations Associate,60000,EUR,66666,Germany,in-person,Germany,Medium,Data Quality and Operations
2024,senior,full-time,Data Science Consultant,104000,USD,104000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Science Consultant,80000,USD,80000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,204000,USD,204000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,155600,USD,155600,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Engineer,184000,USD,184000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,123000,USD,123000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,216700,USD,216700,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Data Engineer,187000,USD,187000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,125000,USD,125000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,144000,USD,144000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,113000,USD,113000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,143500,USD,143500,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,77000,USD,77000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Developer,88000,USD,88000,Canada,in-person,Canada,Medium,Leadership and Management
2024,senior,full-time,Data Developer,71000,USD,71000,Canada,in-person,Canada,Medium,Leadership and Management
2024,senior,full-time,Ml Engineer,110000,GBP,137500,United Kingdom,in-person,United Kingdom,Small,Machine Learning and AI
2024,senior,full-time,Ml Engineer,87000,GBP,108750,United Kingdom,in-person,United Kingdom,Small,Machine Learning and AI
2024,senior,full-time,Data Engineer,190000,USD,190000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,135000,USD,135000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,55000,GBP,68750,United Kingdom,remote,United Kingdom,Medium,Data Engineering
2024,senior,full-time,Data Engineer,52000,GBP,65000,United Kingdom,remote,United Kingdom,Medium,Data Engineering
2024,senior,full-time,Applied Scientist,260000,USD,260000,United States,in-person,United States,Large,Data Science and Research
2024,senior,full-time,Applied Scientist,136000,USD,136000,United States,in-person,United States,Large,Data Science and Research
2024,mid-level,contract,Ai Research Engineer,57000,EUR,63333,Croatia,remote,Hungary,Small,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,250000,USD,250000,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,184900,USD,184900,United States,remote,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Data Engineer,148100,USD,148100,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,98700,USD,98700,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Scientist,140032,USD,140032,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,100022,USD,100022,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Bi Developer,120000,USD,120000,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Bi Developer,62100,USD,62100,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Research Analyst,250000,USD,250000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Research Analyst,150000,USD,150000,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Data Engineer,219650,USD,219650,United States,remote,United States,Medium,Data Engineering
2024,executive,full-time,Data Engineer,136000,USD,136000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Business Intelligence Developer,87800,USD,87800,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Business Intelligence Developer,76300,USD,76300,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Data Scientist,148100,USD,148100,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,98700,USD,98700,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Engineer,145500,USD,145500,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,93000,USD,93000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Scientist,85000,USD,85000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,75000,USD,75000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,105000,USD,105000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,70000,USD,70000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,204662,USD,204662,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,184662,USD,184662,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Scientist,179000,USD,179000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,112000,USD,112000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Data Analyst,115000,USD,115000,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,85000,USD,85000,United States,in-person,United States,Medium,Data Analysis
2024,executive,full-time,Director Of Data Science,225000,USD,225000,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Director Of Data Science,180000,USD,180000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Mlops Engineer,175000,USD,175000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Mlops Engineer,110000,USD,110000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Scientist,252000,USD,252000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Scientist,157500,USD,157500,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,234700,USD,234700,United States,in-person,United States,Medium,Machine Learning and AI
2024,entry-level,full-time,Data Analyst,195500,USD,195500,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,68000,USD,68000,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Science Manager,120000,USD,120000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Science Manager,90000,USD,90000,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,242000,USD,242000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,106200,USD,106200,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,171210,USD,171210,Canada,remote,Canada,Medium,Data Engineering
2024,senior,full-time,Data Engineer,92190,USD,92190,Canada,remote,Canada,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,215000,USD,215000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,146900,USD,146900,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Applied Scientist,222200,USD,222200,United States,in-person,United States,Large,Data Science and Research
2024,mid-level,full-time,Applied Scientist,136000,USD,136000,United States,in-person,United States,Large,Data Science and Research
2024,mid-level,full-time,Data Scientist,246000,USD,246000,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,190000,USD,190000,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Engineer,165000,USD,165000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,129600,USD,129600,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Business Intelligence Analyst,200400,USD,200400,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Business Intelligence Analyst,126900,USD,126900,United States,in-person,United States,Medium,BI and Visualization
2024,senior,full-time,Machine Learning Engineer,230000,USD,230000,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Analyst,175520,USD,175520,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Data Analyst,103786,USD,103786,United States,in-person,United States,Medium,Data Analysis
2024,senior,full-time,Analytics Engineer,170000,USD,170000,United States,remote,United States,Medium,Leadership and Management
2024,senior,full-time,Analytics Engineer,130000,USD,130000,United States,remote,United States,Medium,Leadership and Management
2024,senior,full-time,Data Scientist,195000,USD,195000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,146900,USD,146900,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,170400,USD,170400,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,106500,USD,106500,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Specialist,51284,GBP,64105,United Kingdom,in-person,United Kingdom,Medium,Data Management and Strategy
2024,mid-level,full-time,Data Analyst,134500,USD,134500,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Analyst,100000,USD,100000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Data Engineer,159000,USD,159000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,111300,USD,111300,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Machine Learning Engineer,173400,USD,173400,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Machine Learning Engineer,99100,USD,99100,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Business Intelligence Engineer,185000,USD,185000,United States,in-person,United States,Large,BI and Visualization
2024,senior,full-time,Business Intelligence Engineer,79600,USD,79600,United States,in-person,United States,Large,BI and Visualization
2024,executive,full-time,Data Science,190500,USD,190500,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Machine Learning Engineer,125800,EUR,139777,Spain,remote,Spain,Medium,Machine Learning and AI
2024,mid-level,full-time,Machine Learning Engineer,83900,EUR,93222,Spain,remote,Spain,Medium,Machine Learning and AI
2024,senior,full-time,Data Scientist,218000,USD,218000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,145000,USD,145000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Research Scientist,258100,USD,258100,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Research Scientist,151900,USD,151900,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Science,179000,USD,179000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Science,106500,USD,106500,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,212800,USD,212800,United States,in-person,United States,Large,Data Science and Research
2024,mid-level,full-time,Data Scientist,111600,USD,111600,United States,in-person,United States,Large,Data Science and Research
2024,senior,full-time,Machine Learning Engineer,166700,USD,166700,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,150000,USD,150000,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,220000,USD,220000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,170000,USD,170000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,141000,USD,141000,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Research Engineer,100000,USD,100000,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Managing Director Data Science,260000,USD,260000,United States,hybrid,United States,Large,Data Science and Research
2024,executive,full-time,Data Scientist,246100,USD,246100,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Data Scientist,181900,USD,181900,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Analytics Engineer,130000,USD,130000,Canada,in-person,Canada,Medium,Leadership and Management
2024,senior,full-time,Analytics Engineer,110000,USD,110000,Canada,in-person,Canada,Medium,Leadership and Management
2024,mid-level,full-time,Data Engineer,133000,USD,133000,Australia,in-person,Australia,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,58300,USD,58300,Australia,in-person,Australia,Medium,Data Engineering
2024,entry-level,full-time,Machine Learning Engineer,91000,USD,91000,United States,in-person,United States,Medium,Machine Learning and AI
2024,entry-level,full-time,Machine Learning Engineer,70000,USD,70000,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Ml Engineer,212000,USD,212000,Germany,in-person,Germany,Medium,Machine Learning and AI
2024,senior,full-time,Ml Engineer,93300,USD,93300,Germany,in-person,Germany,Medium,Machine Learning and AI
2024,executive,full-time,Business Intelligence Developer,177500,USD,177500,United States,in-person,United States,Medium,BI and Visualization
2024,executive,full-time,Business Intelligence Developer,117500,USD,117500,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Data Scientist,137930,USD,137930,Canada,in-person,Canada,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,74270,USD,74270,Canada,in-person,Canada,Medium,Data Science and Research
2024,entry-level,full-time,Business Intelligence Analyst,95000,USD,95000,United States,in-person,United States,Medium,BI and Visualization
2024,entry-level,full-time,Business Intelligence Analyst,70000,USD,70000,United States,in-person,United States,Medium,BI and Visualization
2024,senior,full-time,Data Science,258720,USD,258720,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Science,160000,USD,160000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Data Quality Analyst,85000,USD,85000,Lebanon,in-person,Lebanon,Medium,Data Quality and Operations
2024,entry-level,full-time,Data Quality Analyst,58500,USD,58500,Lebanon,in-person,Lebanon,Medium,Data Quality and Operations
2024,mid-level,full-time,Bi Developer,154800,USD,154800,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Bi Developer,76300,USD,76300,United States,in-person,United States,Medium,BI and Visualization
2024,mid-level,full-time,Ai Engineer,170200,USD,170200,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Ai Engineer,83900,USD,83900,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Engineer,205000,USD,205000,United States,remote,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,165000,USD,165000,United States,remote,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Scientist,250000,USD,250000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,131600,USD,131600,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,240000,USD,240000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Scientist,187000,USD,187000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Engineer,134600,USD,134600,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,103000,USD,103000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,159000,USD,159000,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Research Engineer,74276,USD,74276,Australia,in-person,Australia,Medium,Data Science and Research
2024,mid-level,full-time,Research Engineer,70230,USD,70230,Australia,in-person,Australia,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,245000,USD,245000,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Scientist,245000,USD,245000,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Engineer,214300,USD,214300,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Data Engineer,108500,USD,108500,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Machine Learning Engineer,245700,USD,245700,United States,in-person,United States,Medium,Machine Learning and AI
2024,senior,full-time,Machine Learning Engineer,132300,USD,132300,United States,in-person,United States,Medium,Machine Learning and AI
2024,mid-level,full-time,Data Specialist,80000,USD,80000,United States,in-person,United States,Medium,Data Management and Strategy
2024,mid-level,full-time,Data Specialist,73000,USD,73000,United States,in-person,United States,Medium,Data Management and Strategy
2024,senior,full-time,Machine Learning Engineer,189360,USD,189360,United States,remote,United States,Medium,Machine Learning and AI
2024,senior,full-time,Data Architect,175000,USD,175000,United States,remote,United States,Medium,Data Architecture and Modeling
2024,senior,full-time,Data Architect,125000,USD,125000,United States,remote,United States,Medium,Data Architecture and Modeling
2024,executive,full-time,Data Science,175762,USD,175762,United States,in-person,United States,Medium,Data Science and Research
2024,executive,full-time,Data Science,97254,USD,97254,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Applied Scientist,218213,USD,218213,United States,remote,United States,Medium,Data Science and Research
2024,senior,full-time,Applied Scientist,178538,USD,178538,United States,remote,United States,Medium,Data Science and Research
2024,mid-level,full-time,Research Engineer,118600,USD,118600,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Research Engineer,96800,USD,96800,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,198800,USD,198800,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Data Scientist,90700,USD,90700,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Engineer,145000,USD,145000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,115000,USD,115000,United States,in-person,United States,Medium,Data Engineering
2024,senior,full-time,Data Engineer,131300,USD,131300,United States,in-person,United States,Medium,Data Engineering
2024,mid-level,full-time,Research Engineer,245000,USD,245000,United States,in-person,United States,Medium,Data Science and Research
2024,entry-level,full-time,Data Analyst,99900,USD,99900,United States,in-person,United States,Medium,Data Analysis
2024,entry-level,full-time,Data Analyst,83000,USD,83000,United States,in-person,United States,Medium,Data Analysis
2024,mid-level,full-time,Research Engineer,240960,USD,240960,United States,in-person,United States,Medium,Data Science and Research
2024,mid-level,full-time,Research Engineer,190000,USD,190000,United States,in-person,United States,Medium,Data Science and Research
2024,senior,full-time,Data Architect,178600,USD,178600,United States,in-person,United States,Medium,Data Architecture and Modeling
